CO	1979	1	91.85
CO	1979	2	94.94
CO	1979	3	97.82
CO	1979	4	99.63
CO	1980	1	100
CO	1980	2	102.32
CO	1980	3	106.81
CO	1980	4	106.86
CO	1981	1	106.75
CO	1981	2	108.78
CO	1981	3	114.8
CO	1981	4	114.64
CO	1982	1	119.55
CO	1982	2	121.39
CO	1982	3	122.45
CO	1982	4	127.08
CO	1983	1	126.96
CO	1983	2	125.82
CO	1983	3	127.22
CO	1983	4	122.48
CO	1984	1	126.7
CO	1984	2	126.41
CO	1984	3	126.59
CO	1984	4	124.48
CO	1985	1	127.27
CO	1985	2	126.55
CO	1985	3	127.45
CO	1985	4	125.1
CO	1986	1	129.5
CO	1986	2	130.35
CO	1986	3	129.47
CO	1986	4	128.88
CO	1987	1	130.55
CO	1987	2	129.02
CO	1987	3	126.2
CO	1987	4	124.91
CO	1988	1	125.98
CO	1988	2	125.77
CO	1988	3	124.69
CO	1988	4	123.9
CO	1989	1	124.23
CO	1989	2	125.12
CO	1989	3	127.63
CO	1989	4	127.17
CO	1990	1	127.51
CO	1990	2	128.45
CO	1990	3	129.46
CO	1990	4	129.86
CO	1991	1	131.37
CO	1991	2	132.97
CO	1991	3	134.05
CO	1991	4	136.3
CO	1992	1	138.34
CO	1992	2	141.43
CO	1992	3	144.46
CO	1992	4	147.23
CO	1993	1	149.96
CO	1993	2	153.68
CO	1993	3	157.98
CO	1993	4	161.86
CO	1994	1	166.72
CO	1994	2	174.14
CO	1994	3	178.75
CO	1994	4	179.8
CO	1995	1	183.38
CO	1995	2	186.98
CO	1995	3	190.75
CO	1995	4	193.71
CO	1996	1	196.09
CO	1996	2	198.82
CO	1996	3	201.05
CO	1996	4	203.71
CO	1997	1	206
CO	1997	2	208.84
CO	1997	3	212.12
CO	1997	4	215.37
CO	1998	1	218.45
CO	1998	2	221.04
CO	1998	3	225.21
CO	1998	4	227.91
CO	1999	1	232.15
CO	1999	2	239.3
CO	1999	3	247.2
CO	1999	4	251.53
CO	2000	1	261.01
CO	2000	2	267.44
CO	2000	3	274.48
CO	2000	4	280.7
CO	2001	1	288.59
CO	2001	2	294.43
CO	2001	3	299.99
CO	2001	4	302.45
CO	2002	1	305.97
CO	2002	2	309.28
CO	2002	3	313.74
CO	2002	4	315.67
CO	2003	1	316.52
CO	2003	2	317.94
CO	2003	3	319.35
CO	2003	4	323.08
CO	2004	1	325.44
CO	2004	2	327.93
CO	2004	3	332.47
CO	2004	4	335.64
CO	2005	1	339.14
CO	2005	2	344.21
CO	2005	3	349.51
CO	2005	4	352.78
CO	2006	1	353.81
CO	2006	2	355.46
CO	2006	3	357.2
CO	2006	4	360.35
CO	2007	1	361.35
CO	2007	2	362.21
CO	2007	3	359.87
CO	2007	4	360.86
CO	2008	1	362.44
CO	2008	2	360.68
CO	2008	3	353.2
CO	2008	4	354.19
CO	2009	1	360.6
CO	2009	2	354.66
CO	2009	3	346.19
CO	2009	4	345.49
CO	2010	1	341.9
CO	2010	2	338.17
CO	2010	3	342.49
CO	2010	4	340.97
CO	2011	1	332.51
CO	2011	2	327.81
CO	2011	3	330.99
CO	2011	4	333.21
CO	2012	1	331.6
CO	2012	2	333.03
CO	2012	3	338.22
CO	2012	4	341.36
CO	2013	1	346.26
CO	2013	2	353.98
CO	2013	3	364.26
CO	2013	4	368.49
CO	2014	1	373.6
CO	2014	2	386.87
CO	2014	3	395.53
CO	2014	4	401.59
CO	2015	1	408.38
CO	2015	2	427.23
CO	2015	3	445.39
CO	2015	4	451.11
CO	2016	1	460.18
CO	2016	2	475.94
CT	1975	1	62.68
CT	1975	2	62.11
